Supplemental Table 2. Data included in the meta-analysis examining the effects of pH on fertilization rate.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
phylum,paper_link,study,taxonomic_group,common_name,latin_name,p_h_experimental,p_h_control,p_co2_experimental,p_co2_control,ave_fert_percent_p_h,error_percent_p_h,error_statistic,number_trials_p_h,number_individuals_eggs_trial,incubation_time,sperm_per_m_l,sperm_egg_ratio,number_females,number_males,secondary_stressor,what_is_2nd_stressor,sec_stressor_treatment,details,ave_fert_proport
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,350.1,350.1,69.3,2.5,SE,6,50,240,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.693
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,554.6,350.1,68.6,1.3,SE,6,50,360,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.686
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,823.3,350.1,66.5,3,SE,6,50,1440,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.665
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,367.2,367.2,80.7,2.1,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.807
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,569,367.2,73.5,3,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.735
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,835.6,367.2,72.5,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.725
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,383.6,383.6,78.2,2.1,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.782
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,893,383.6,76.7,1.7,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.767
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,350.1,350.1,75,1.5,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.75
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,554.6,350.1,73.2,0.6,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.732
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,823.3,350.1,73.8,2.5,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.738
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,367.2,367.2,74.4,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.744
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,569,367.2,79,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.79
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,835.6,367.2,71.6,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.716
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,383.6,383.6,73.8,1.8,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.738
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,893,383.6,75.3,2.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.753
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,350.1,350.1,84.2,0.9,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.842
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,554.6,350.1,85.5,2.2,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.855
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,823.3,350.1,84.8,1.2,SE,6,50,2880,30000000,42857,22,10,no,Elevated Temperature,-1.6,NA,0.848
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,367.2,367.2,81.8,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.818
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.79,7.97,569,367.2,80.5,1.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.805
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,835.6,367.2,86.4,1.2,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,-0.5,NA,0.864
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.97,7.97,383.6,383.6,81.8,2.5,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.818
Mollusc,https://doi.org/10.3354/meps11436,"Bylenga, 2015",clam,Antarctic bivalve,Laternula elliptica,7.63,7.97,893,383.6,81.8,2.2,SE,6,50,2880,30000000,42857,22,10,yes,Elevated Temperature,0.4,NA,0.818
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,8.2,8.2,327,327,96.1,3.4,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.961
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,8.2,8.2,332,332,97,1.7,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.97
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,8.2,8.2,335,335,93.6,4.3,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.936
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.9,8.2,814,327,95.7,3,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.957
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.9,8.2,839,332,94.4,4.7,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.944
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.9,8.2,851,335,90.6,6.4,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.906
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.8,8.2,NA,327,92.7,4.3,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.927
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.8,8.2,NA,332,96.6,3,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.966
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.8,8.2,NA,335,88,6.9,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.88
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.6,8.2,NA,327,93.6,5.2,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.936
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.6,8.2,NA,332,93.1,5.6,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.931
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris tuberculata,7.6,8.2,NA,335,83.7,8.6,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.837
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,8.2,8.2,330,330,90.1,4.7,95% CI,3,50,15,1000,500,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.901
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,8.2,8.2,332,332,87.1,5.6,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.871
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,8.2,8.2,335,335,91.4,4.3,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.914
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.8,8.2,NA,330,89.3,5.2,95% CI,3,50,15,1000,500,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.893
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.8,8.2,NA,332,89.7,5.2,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.897
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.8,8.2,NA,335,86.3,5.2,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.863
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.6,8.2,NA,330,92.3,3.9,95% CI,3,50,15,1000,500,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.923
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.6,8.2,NA,332,89.3,4.7,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.893
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Heliocidaris erythrogramma,7.6,8.2,NA,335,85.8,5.6,95% CI,3,50,15,1000,500,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.858
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,8.2,8.2,327,327,87.8,7,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.878
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,8.2,8.2,332,332,90,7,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.9
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,8.2,8.2,335,335,87.8,8.3,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.878
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.9,8.2,814,327,89.1,7,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.891
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.9,8.2,839,332,93,5.7,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.93
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.9,8.2,851,335,92.6,5.2,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.926
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.8,8.2,NA,327,83.5,7.8,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.835
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.8,8.2,NA,332,92.2,5.2,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.922
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.8,8.2,NA,335,90,6.5,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.9
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.6,8.2,NA,327,93.5,4.8,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.935
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.6,8.2,NA,332,93.5,4.8,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.935
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Tripneustes gratilla,7.6,8.2,NA,335,92.6,4.8,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.926
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,8.2,8.2,330,330,95.7,3,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,18,15-min egg pre-exposure,0.957
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,8.2,8.2,332,332,95.7,2.6,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.957
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,8.2,8.2,335,335,94.3,2.6,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.943
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.8,8.2,NA,330,97.4,1.3,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,18,15-min egg pre-exposure,0.974
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.8,8.2,NA,332,94.3,3.5,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.943
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.8,8.2,NA,335,94.3,3.5,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.943
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.6,8.2,NA,330,87.4,5.7,95% CI,3,50,15,100,25,3,3,no,Elevated Temperature,18,15-min egg pre-exposure,0.874
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.6,8.2,NA,332,94.3,3.5,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.943
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",urchin,Sea urchin,Centrostephanus rodgersii,7.6,8.2,NA,335,93.9,3.5,95% CI,3,50,15,100,25,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.939
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,8.2,8.2,327,327,97.3,1.3,95% CI,1,150,15,10,20,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.973
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,8.2,8.2,332,332,98.7,0.9,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.987
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,8.2,8.2,335,335,97.3,1.3,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.973
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.9,8.2,814,327,99.1,0.4,95% CI,1,150,15,10,20,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.991
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.9,8.2,839,332,98.7,0.4,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.987
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.9,8.2,851,335,98.7,0.4,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.987
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.8,8.2,NA,327,98.2,0.9,95% CI,1,150,15,10,20,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.982
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.8,8.2,NA,332,97.8,0.9,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.978
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.8,8.2,NA,335,97.3,1.3,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.973
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.6,8.2,NA,327,98.7,0.4,95% CI,1,150,15,10,20,3,3,no,Elevated Temperature,20,15-min egg pre-exposure,0.987
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.6,8.2,NA,332,97.8,1.3,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,22,15-min egg pre-exposure,0.978
Mollusc,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",abalone,Reddish abalone,Haliotis coccoradiata,7.6,8.2,NA,335,97.8,0.9,95% CI,1,150,15,10,20,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.978
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,8.2,8.2,330,330,88.8,4.9,95% CI,3,50,15,100,50,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.888
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,8.2,8.2,332,332,92.9,5.8,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.929
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,8.2,8.2,335,335,91.1,3.6,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.911
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.8,8.2,NA,330,87.9,8,95% CI,3,50,15,100,50,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.879
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.8,8.2,NA,332,86.2,6.7,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.862
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.8,8.2,NA,335,92.9,2.7,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.929
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.6,8.2,NA,330,89.3,5.4,95% CI,3,50,15,100,50,3,3,no,Elevated Temperature,22,15-min egg pre-exposure,0.893
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.6,8.2,NA,332,78.1,9.8,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,24,15-min egg pre-exposure,0.781
Echinoderm,https://doi.org/10.1007/s00227-010-1474-9,"Byrne, 2010",non-urchin,Sea star,Patiriella regularis,7.6,8.2,NA,335,88.8,4,95% CI,3,50,15,100,50,3,3,yes,Elevated Temperature,26,15-min egg pre-exposure,0.888
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,8.1,8.1,348,348,98.7,2.3,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 1: WITH a parental exposure,0.987
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.7,8.1,NA,348,88.5,3,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 1: WITH a parental exposure,0.885
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.3,8.1,NA,348,78.6,3,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 1: WITH a parental exposure,0.786
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,8.1,8.1,348,348,95.3,3,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 1: WITH a parental exposure,0.953
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.7,8.1,NA,348,86.6,3.6,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 1: WITH a parental exposure,0.866
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.3,8.1,NA,348,76.7,4.1,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 1: WITH a parental exposure,0.767
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,8.1,8.1,352,352,97.5,2.2,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 2: Without parental exposure,0.975
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.7,8.1,NA,352,78.3,3.6,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 2: Without parental exposure,0.783
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.3,8.1,NA,352,68.2,5.2,SD,3,100,480,NA,NA,NA,NA,no,Hypoxia,6,Experiment 2: Without parental exposure,0.682
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,8.1,8.1,352,352,93.7,3.8,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 2: Without parental exposure,0.937
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.7,8.1,NA,352,78.1,3.6,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 2: Without parental exposure,0.781
Mollusc,https://doi.org/10.1016/j.marenvres.2019.02.011,"Kong, 2019",mussel,Blue mussel,Mytilus edulis,7.3,8.1,NA,352,67.9,3,SD,3,100,480,NA,NA,NA,NA,yes,Hypoxia,2,Experiment 2: Without parental exposure,0.679
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,8.2,8.2,375,375,54.5,2.1,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,18,NA,0.545
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,8,8.2,600,375,43.7,1.8,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,18,NA,0.437
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,7.9,8.2,750,375,41.1,2.8,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,18,NA,0.411
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,7.8,8.2,1000,375,38.5,5.7,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,18,NA,0.385
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,8.2,8.2,375,375,69.3,4.4,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,22,NA,0.693
Mollusc,https://doi.org/10.1111/j.1365-2486.2009.01895.x,"Parker, 2009",oyster,Sydney rock oyster,Saccostrea glomerata,8,8.2,600,375,54.3,3.4,SE,4,50,120,50000000,1000000,10,10,no,Elevated Temperature,22,NA,0.543
